PHIL 97-Tutorial I 001;https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=203b98ced71240bf59a5984e16ccdae8d66c918f90a2d784403f8f6816f4e4e6a1e7cc6138245e5eeffe5fa9f69c5a17&ReportType=2&regl=en-US;9;5.00;4.00;null;PHIL 97;2021
ECON 2723-Asset Pricing 1;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=f5bf5c17297e15be4c480bd1369390fa08f0170dce8940deec5f19aee003f44d97a48f6c6d4861b880c74e711bb6a3e5&ReportType=2&regl=en-US;15;4.60;11.92;John Campbell;ECON 2723;2019
ROM-STD 201-Questions of Theory 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=cc22f86e33754f37e9d86c29528f4a80a9c42ec1e5d98c81121a5bb63b686217f965e8e53960451472825e77d6c1b6d8&ReportType=2&regl=en-US;10;3.67;11.78;Nicole Suetterlin;ROM-STD 201;2020
GENED 1056-Human Nature 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=61bc9b7dbe7470f29465fdd62c91903330886e1b09e7d598b082fc24f666690c38e9f770bf83b65c3808ca97c9b4f705&ReportType=2&regl=en-US;40;3.67;5.53;Erin Hecht;GENED 1056;2020
IMMUN 201-Advanced Topics in Immunology 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=92a7b3f40f4614322f452fa3fa46fd5fa99462be2af692d9992d82559b195d56952dd672b2a4ccf43908bf580f1f568c&ReportType=2&regl=en-US;35;3.93;14.35;Megan Eruzione;IMMUN 201;2020
GENED 1148-Moctezuma's Mexico Then and Now: The Past, the Present and Pandemics in North America 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=262b79a607f7f6a967148fe52028f8ade2cb9d7a3141ee03dceb24af42966d895a50c45c133ccdb578597a2ac5623904&ReportType=2&regl=en-US;37;3.79;6.12;David L. Carrasco;GENED 1148;2020
PSY 980JL-Clinical Psychology in Everyday Life 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=d5acadfacc735e1e91d12330705debaa6c8a8aa93a902dc18427a807580ce50df63ebd4500717de3c1326ce3b2d1d114&ReportType=2&regl=en-US;16;5.00;3.14;null;PSY 980JL;
HIST-LIT 90ED-Music and Resistance in the Modern United States 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=f3df487efdf5709ece299fad0d1564e88bb301899633040fc720e973c6fe487deb4fa94dc92ddd115fcb8aa8a0ce4d35&ReportType=2&regl=en-US;10;4.86;3.71;Lucy Caplan;HIST-LIT 90ED;2020
SCRB 195-The Translational Science of Stem Cells 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=1add288a2f3fa1d3aa0fc23f60d50e301fc11cff9044cd91c268d0200fb05c15f53aadc5c10b90acd914c2a8d66b49b5&ReportType=2&regl=en-US;15;4.69;4.62;Lee Rubin;SCRB 195;2019
EMR 142-Introduction to Latinx Studies 001;https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=2963aaa02a02e222ddd033463f129ae03ef2e6f05bdffe5526b3b4a5792fb5b8312b3433216dd429075b43b0bc55f03a&ReportType=2&regl=en-US;9;4.86;8.57;Marcelo Garzo;EMR 142;2021
NEUROBIO 215A-The Discipline of Neuroscience 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=5bdaa5d6e494388384747a008d9d12003b6cccf199584ba4c49383cf0644714e629474740a56707ed66915782a4c6543&ReportType=2&regl=en-US;24;4.73;8.14;Thomas Schwarz;NEUROBIO 215A;2019
ECON 1545-International Financial and Macroeconomic Policy 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=2b5b822a785c41d057fdae79c110840508e8fc99af783c0af2c9a0b686f0c4c30dfd22d515962a44bb45822f748e21b6&ReportType=2&regl=en-US;18;4.71;5.23;Kenneth Rogoff;ECON 1545;2020
COMPSCI 165-Data Systems 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=30e30d5c57554c5466972917112393186bf73d5636497c701e580eb19622a0441625badd1b3e1dd0310b21d784a908f0&ReportType=2&regl=en-US;31;4.64;15.94;Stratos Idreos;COMPSCI 165;2019
EXPOS 40-Public Speaking Practicum 006;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=36d45a81576cfa2aca51ae8fb303297d76eb6447665f6f85107c3205839c00d3d384259d174d28f83e72e1a032341aca&ReportType=2&regl=en-US;7;5.00;3.67;Zachary Stuart;EXPOS 40;2020
HIST-LIT 90DK-Asian/American Graphic Novels 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=925a8f5f0aebb6e79e17047323c758e01047c161546d6d5fef9b5f05f7b9f6df7b508ee19a45fdcd29d9ecff63c0d626&ReportType=2&regl=en-US;15;4.00;6.80;Catherine Nguyen;HIST-LIT 90DK;2019
PHYSICS 15A-Introductory Mechanics and Relativity 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=1fd5556d7d5d008695f5bcd129eadc04a8c6d4f59215378e5a1ade3b4255fa7245d236352b619206d08b460c9ac428a3&ReportType=2&regl=en-US;52;4.14;10.19;David Morin;PHYSICS 15A;2020
SPANSH 137-Libertades literarias: Afrolatinoamérica escribe 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=5d2901530e4912f0455829c2284c9a2d047ae06e69620d52d19fa61d5b6272a9538efb7efcee14cbbe30833fdcd35ba1&ReportType=2&regl=en-US;6;4.40;5.00;Doris Sommer;SPANSH 137;2020
STAT 333-Individual Risk 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=1703735f87b48a3141328af6dd13ee0eb493ca46aac7f3a8aa55e9df7000fe2dc27d05c1f4e87502da65e7295965dab4&ReportType=2&regl=en-US;25;4.58;3.21;Joseph Blitzstein;COMPSCI 333, STAT 333;2020
SOCIOL 2296A-Proseminar on Inequality & Social Policy I 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=c833314dee174d2ffb336143452e7049995b586105f122f3089d1330fc503156d83427174b52f0eb7052184bfebf2f98&ReportType=2&regl=en-US;11;4.14;5.57;David Ellwood;SOCIOL 2296A;2019
ITAL 20-Intermediate Italian: Romance! Mystery? Noir... 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=9c79657f6fde426d8419d8854f5e400eddac27fc2b8b9599aaaac81664fa3c6a9ccf6f8decc5162e8dda46ebbe1a3cf4&ReportType=2&regl=en-US;7;5.00;4.67;null;ITAL 20;
PSY 2420-Cognitive-Behavioral Treatment of Psychological Disorders 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=c60b5ec77669038d4716b674b42c2a5959497f9b387158bdc8a5e3f06bba8f04cad046370004af1dc2f995ca5bb08295&ReportType=2&regl=en-US;7;5.00;3.67;Jill Hooley;PSY 2420;2020
IMMUN 201-Advanced Topics in Immunology 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=5c6f5b3faef72cedadd219d01d141be6bebdb6109c74cb70192cb3534d72af235fa318f3c2498a8d531c352a71b17db1&ReportType=2&regl=en-US;35;3.93;14.35;Thorsten Mempel;IMMUN 201;2020
OEB 128-From Darwin to Derrida: The Evolution of Meaning and Purpose 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=27e1d7206c6467f8f2b3c754d2ace0ea2bf4a0ef5d2fa11f1111ffb9f8b73e5fa45a3e12b57d85983ca6b45e896b6a21&ReportType=2&regl=en-US;15;4.38;3.46;David Haig;OEB 128;2020
TDM 112R-Advanced Acting: Contemporary Texts 001;https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=0c4bdc2f7136901291e0a1f5e25673532051713e5322dfd8fca651526d9691b1406d2e2a4d425495fbbe2989a5e846af&ReportType=2&regl=en-US;9;5.00;6.00;Marcus Stern;TDM 112R;2021
BBS 230-Qualitative and Quantitative Analysis of the Biological Literature 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=f12569853cc66e0ff944ca73943249f0e577fe4028f47a7a79ac160c46ced7b9a6e01ea4f66c948a937dd7db2926b3f4&ReportType=2&regl=en-US;71;3.88;8.06;Alexander Soukas;BBS 230;2019
LIFESCI 1A-An Integrated Introduction to the Life Sciences: Chemistry, Molecular Biology, and Cell Biology 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=79b38bc2cdb247b3543409d69fe5e97a8ebb5ef70c7042cd3fdd675cd4be624c9eaef52c136ca7a5e738286b8c7614c0&ReportType=2&regl=en-US;323;3.68;7.00;Monique Brewster;LIFESCI 1A;2019
GENED 1150-Medicine and Conflict: The History and Ethics of Healing in Political Turmoil 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=21ceb1d6e6efc7283a5785763168e11b28f4fb87976959d47d06fb2b1e67df23290f5599dae65043abc2c8020cc14fef&ReportType=2&regl=en-US;97;3.68;4.10;Soha Bayoumi;GENED 1150;2020
APCOMP 209A-Data Science 1: Introduction to Data Science 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=c70084864f1d606c7669c39621defa708116e15ab3dc31d71febea9dc636ae03e5e15112bd530fd3a0aeeae557b903cd&ReportType=2&regl=en-US;293;3.81;12.10;Eleni Kaxiras;APCOMP 209A, COMPSCI 109A, STAT 121A;2019
GENED 1044-Deep History 001;https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=ea05f478a8e9e130d019d88894f058ea7c57d2c4e4213b9f2c7ef700662803dece7f2451d897c8be9caf6db1673c7890&ReportType=2&regl=en-US;37;4.44;4.94;Daniel Smail;GENED 1044;2021
GERMAN 61-Advanced Grammar and Reading 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=ea87ae564b85bf2d80229273ef77d8837a23014d739c93be5f66d02a2f8864f8c2c32409f22e6b0e9486efb5545c363c&ReportType=2&regl=en-US;9;4.43;7.00;Peter Burgard;GERMAN 61;2020
PSY 1-Introduction to Psychological Science 001;https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=259dca382e3fb33590adfb3c8445360c365f90fdf40154eafe262580c25219c3dc1fa0ff087c3e0b7650227aa9e9f61c&ReportType=2&regl=en-US;112;3.42;7.19;Steven Pinker;PSY 1;2021
NEC 370-Teaching 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=a2a89fde8e8fe9f0ba0f5ef7c5a2f63c23709c0b29e9e4b8c424bd3bdd368b0b9c244e49e7638a9e6592dde5d77a1e5e&ReportType=2&regl=en-US;19;;null;null;null;2020
FRENCH 11-Beginning French II: Paris in Virtual Reality 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=d864639154248fbeb072390992010cafb6e7266c314d39e3f070ad8639ca940a49f1ea421dd55b8a4157fc5818241327&ReportType=2&regl=en-US;9;4.20;4.60;null;FRENCH 11;2020
ANTHRO 1190-The Invasion of America: The Anthropology of American Encounters, 1492-1830 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=6c18bd37c1d4e62fa4efa28305a58f366d749c06ea04dc07d4efaf5cceeedc92429409e35ca967fd792cd6f990186d68&ReportType=2&regl=en-US;20;4.61;4.28;Matt Liebmann;ANTHRO 1190;2019
SOC-STD 98LF-Globalization and the Nation State 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=9631c9ae44d2da887f4b253b01971c56af9edf955880ed7f9ae142c3cb283800230f43c9318d67f2defd316a80c03209&ReportType=2&regl=en-US;10;4.78;6.60;Nicolas Prevelakis;SOC-STD 98LF;2019
JAPAN 130B-Intermediate Japanese II 001;https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=4dfcfae2608ccddda329435e8a678ee408346d7a55b5aab31842226a79d0c2bbffd0af679c12b95d5d288b5401f3ff72&ReportType=2&regl=en-US;12;4.71;7.33;Tomoko Graham;JAPAN 130B;2021
FRSEMR 23Y-All Physics in 13 Days 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=3531b2cbc76c5b66ff354d3126d64de13b034cefa7418e0514cbe14eb21ef7f41ae7a801d0028190dad0be61fd55a412&ReportType=2&regl=en-US;11;5.00;0.75;John Doyle;FRSEMR 23Y;2019
EXPOS 10-Introduction to Expository Writing 101;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=eedd5c0e43f9e60378c7c18242368c5c6acd2a3d8b940f38650e69030270a0708bc9de5153a96efb9acc5d5a766ea43d&ReportType=2&regl=en-US;158;4.14;5.79;null;EXPOS 10;
BE 129-Introduction to Bioelectronics 001;https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=8879a08755a1dd88eca58b6d3b159f33d4f104955e253f22d66512174a7154fcb0f3f236857b9e8d826daf345d529d00&ReportType=2&regl=en-US;21;3.56;5.92;Jia Liu;BE 129, ENG-SCI 258;2021
LATIN 125-Style and the Orator 001;https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=cf90868024acdfcb15c5836a90db2433deeac34e6f06a374afc66f3a2dac5206fffaaca23d79a5389bcfa369ef10f154&ReportType=2&regl=en-US;8;4.40;11.40;Irene Peirano Garrison;LATIN 125;2021
GOV 94GY-Transitional Justice and the Politics of Truth Commissions 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=c52707334e542ce3e6ffc68ddee5e7ce1f169f53ba6545bcdb105c9a7984d30488136b0da2044f37b95245f151d0fa36&ReportType=2&regl=en-US;12;4.33;5.00;Gloria Ayee;GOV 94GY;2020
ESE 164-Environmental Chemistry 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=a710bec3b338e82872320a6f4f5e4c657fb4ea7d23e9ecf41eec4eef45b0249077f4bd3b2cff6898ba9956cabab6dfc2&ReportType=2&regl=en-US;8;4.13;5.50;Scot Martin;E-PSCI 164, ESE 164;2020
GERMAN 10B-Beginning German 2;https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=a635ab6cb7378379d0548b6bfe0cdfdb63ade20402dae0f30aa6041ac8fb19273d906a69c5717bdfb84d2e2c900b179a&ReportType=2&regl=en-US;10;4.67;3.56;null;GERMAN 10B;2021
HIST-LIT 90DT-Asian American History 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=be80e8366249b519ec9fc98b0885af9d5f96ae1b1211ff0121e2ed4c7e140836bc27715df7178a4f8610717330410952&ReportType=2&regl=en-US;9;4.88;8.25;Mark Sanchez;HIST-LIT 90DT;2019
FRENCH 70B-Experiments in Justice, Gender, and Genre: Introduction to 19th - 21st Century French Literature 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=093060f342356000519b70df4596fbdb736223c7ef449278388275101e226f3852e1e7f90eedab3fa9c4ffdb81b68b39&ReportType=2&regl=en-US;7;4.71;5.00;Kathy Richman;FRENCH 70B;2019
GENED 1001-Stories from the End of the World 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=48d586ceb34ad9f384bfcd8aafd450281bb6ba3d124324afce75bdaf408aadcf59fd0797e6541c37ce3918a44707f3ab&ReportType=2&regl=en-US;165;4.31;2.50;Giovanni Bazzana;GENED 1001;2019
ECON 1499-Low Interest Rates, Secular Stagnation and Macroeconomic Policy 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=36e332d91bfd2dd8d91a4b9d145123d3b52defa113457defe4fc7a78e29a218c5747be108b5083eb46bcfd6933aedf4d&ReportType=2&regl=en-US;9;4.71;6.83;Lawrence Summers;ECON 1499;2020
HIST 1937-Social Revolutions in Latin America 01;https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=99f6ecca0105c55e52e5e753737b6f73cde6573ce2837a384dfe4d80e46007163388fe1f38f6103a4e73b0ba18cc7a67&ReportType=2&regl=en-US;17;5.00;7.00;Alejandro de la Fuente;AFRAMER 199X, HIST 1937;2021
BCMP 200-Principles of Molecular Biology 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=ab446603625f7ab46ce8a9c0aa542f6b22800ca293c6abb92f5aed0a96cf86aa077d5ade92eff16e07d9c3a48fde74ee&ReportType=2&regl=en-US;87;3.57;12.23;Madhvi Venkatesh;BCMP 200;2019
ECON 1036-The Psychology and Economics of Beliefs 001;https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=a4239c8b5b80ac4d12732b5d38aab3334c762c13dd10b3128f624f04a58ec7f226e16f26afddb58d653d472a6d395e11&ReportType=2&regl=en-US;8;2.71;5.00;Matthew Rabin;ECON 1036;2021
HISTSCI 178-Psychotherapy and the Modern Self 001;https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=6cd86caf64da8bc3fc96d323cfae956dce3e56b5340139dc4fa85939fd3d504fef8d4781f92011dfc67f88e45cee7493&ReportType=2&regl=en-US;18;4.76;3.87;Elizabeth Lunbeck;HISTSCI 178;2021
MATH 122-Algebra I: Theory of Groups and Vector Spaces 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=48a4e891d057eadbcea7ab8c5a4a647d1de7d6bf8856c4c44ae03533fab6698b173f715ff4712c06f10c26774f29a537&ReportType=2&regl=en-US;59;4.08;7.26;Brooke Ullery;MATH 122;2019
PHYSICS 15C-Wave Phenomena 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=ae565004af86a094dfb20688b5041301b2306db22db2dee1c922b01dfa12374ef26a912357df824f8eaec79f9557d2d4&ReportType=2&regl=en-US;32;4.12;6.52;Daniel Davis;PHYSICS 15C;2019
ECON 1126-Quantitative Methods in Economics 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=f42d5e8c200dcdc0a73d105da4ceb5748f43985d03e357a8cf7a7468ffd7bde2fc3832e2e682ffdd6a8a13b774447c80&ReportType=2&regl=en-US;56;3.66;7.39;Elie Tamer;ECON 1126;2019
FRENCH 50-Advanced French II: Écrivons droit(s)/ Writing Right(s): Justice, Equity, Rights, and Writing 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=675b14e38283b1af09961f60a52adb9a72ef5d72c50b2cc6ab9e1dc57cd1bb9967f12f55014248d7d62dc9e46cf626ea&ReportType=2&regl=en-US;8;4.33;8.00;Karen Turman;FRENCH 50;2020
MUSIC 189R-Chamber Music Performance 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=73bfa79f9b4afffa0c35565dc9b382f84f03a3effcee8935e85c2f4ff5153eb6726e8fcea0ceba565d02c3bf0f15e754&ReportType=2&regl=en-US;51;4.48;3.95;Jessica Bodner;MUSIC 189R;2019
KOREAN 123XB-Intermediate Korean for Advanced Beginners 001;https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=00f0594594bb475aeb7e4a3b58b40bd4f154cc2cbb03df8da97ed053123118e85241a87686953cbd9f0162a41e40a4e1&ReportType=2&regl=en-US;13;4.78;4.50;Hi-Sun Kim;KOREAN 123XB;2021
MUSIC 193R-Topics in Music from 1800 to the Present: Proseminar 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=2a09506b44eac09cfc2d663c9186b971668c48d5c6ff80758860ae26251511dceb79b92083732c2a1c46275fc21aafb0&ReportType=2&regl=en-US;11;4.67;4.22;Loren Kajikawa;MUSIC 193R;2020
ENG-SCI 96-Engineering Problem Solving and Design Project 001;https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=a010969675e37858905e19f091b7e1bc2f0cf615563cf6b927e1add5496d434d6788e5b6b452c8af41e79434562376a0&ReportType=2&regl=en-US;27;3.29;6.46;Kelly Miller;ENG-SCI 96;2021
ENGLISH CAJR-Investigations: Journalism and Social Justice 001;https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=44276082e22cce04d8a28cb4323bb20b26cca4322e241d5122e5c3eb6e0a7c2faf3a3073a22394e654258694ad6ac6d4&ReportType=2&regl=en-US;11;3.88;4.71;Jill Abramson;ENGLISH CAJR;2021
ENGLISH CAFR-CAFR: Advanced Fiction Workshop: Writing this Present Life 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=3a48fdab98585fc9b941bb17bef73f118117098d9798214438f470cc292401f0ba276647d5a1d09faa202fe31852183f&ReportType=2&regl=en-US;11;4.20;6.00;Claire Messud;ENGLISH CAFR;2020
ARABIC 243BR-Introduction to the Rational Sciences 001;https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=8e75369cf259a820b56f612c7f338fefd0f1d17081ddad8eb2b0a0f2d4b728ab4188d17426fe2b87688ca63a94cc3a40&ReportType=2&regl=en-US;10;5.00;10.40;Khaled El-Rouayheb;ARABIC 243BR;2021
ECON 2020A-Microeconomic Theory I 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=f7bef554cf3b3cfa45a0d3aa6323266aedc8354187c567d855e723f6b3d1b1e632b6d5ffa2bc8263dc702f2489deacd6&ReportType=2&regl=en-US;37;3.61;11.46;Rahul Deb;ECON 2020A;2020
COMPSCI 263-Systems Security 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=a7a12db4c8e39732b7e18375ebec631d5c735d86aabc7714c7e87245e32f1473046b02b24b8881a69ccb22c034a52b6b&ReportType=2&regl=en-US;37;4.61;10.91;James Mickens;COMPSCI 263;2020
ARABIC BA-Intermediate Arabic I 002;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=d5356cb2b4f46067398210b2c6c0537cd7f4b7d8b23b27eecbe6b92b0e8022a5560f1d1f5f83828fef6e6af48ab13f11&ReportType=2&regl=en-US;8;4.29;11.17;Nour Barmada;ARABIC BA;2019
IMMUN 201-Advanced Topics in Immunology 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=c9406a2401f3b45c0a7bf1b522fa0a9ff9db44e4469a762333a43a9debd38e8ce12db14b1f201dc9a34ebe908cfde0b3&ReportType=2&regl=en-US;35;3.93;14.35;Shiv Pillai;IMMUN 201;2020
TDM 169L-Immersive Storytelling Using Mixed Media 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=3eeacea1adbfe78d46f07885a6a636e48684b622922ed1c09528fd9568252157510a28087312e2b412757cb41b53e118&ReportType=2&regl=en-US;11;2.75;7.71;Young Joo Lee;TDM 169L;2019
NEUROBIO 215A-The Discipline of Neuroscience 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=4726249364d5b904b14b4f7e095daed839b165d3571c461a7cfeb92c2f26c5ca93729633a0f358230d9c68cf12a9b29a&ReportType=2&regl=en-US;25;4.11;9.38;Joshua Kaplan;NEUROBIO 215A;2020
BCMP 250-Biophysical and Biochemical Mechanisms of Protein Function 001;https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=885ee60cbfbd5f575a0103e817c31193d171c7847302f4a63e42acb0db123dff3d0dffafc3003157d04f184c05566aed&ReportType=2&regl=en-US;44;4.03;5.21;Madhvi Venkatesh;BCMP 250;2021
HISTSCI 99A-Tutorial - Senior Year 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=31611fc60a4044ca89cfecb78dc2bb39e16c7b5567fae58a69bb95f061b989c2f070a00418d5170d2c97f17f5211d0dd&ReportType=2&regl=en-US;12;4.63;7.00;null;HISTSCI 99A;2019
ENGLISH CGB-Voicing Character: Fiction Workshop 001;https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=f436b115e5f1dd2a934ff1517d6c2ac14685bef487df87485780668630e5412152fdce5e33aa9ad91d72404c5fb298a4&ReportType=2&regl=en-US;10;4.86;6.29;Geraldine Brooks;ENGLISH CGB;2021
HAA 282S-Japanese Buddhist Sculpture 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=36f8b8eff94d66d882180ae59a02fa01ae6f2884fb4486b30a3e64485fae300a9b1d3bcac02190b83885788913bf1359&ReportType=2&regl=en-US;13;4.86;7.67;Yukio Lippit;HAA 282S;2019
MATH 22B-Vector Calculus and Linear Algebra II 001;https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=c752c921efa647611e5327244f12c6947e762464cc2b6b9e6c0e0a0f78e439328e27351a3b85d44195ea18840a2d8133&ReportType=2&regl=en-US;97;4.63;8.89;Dusty Grundmeier;MATH 22B;2021
LIFESCI 50B-Integrated Science 001;https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=0379d8962bde75220dab3489659d5f666ee037715a96dd5601ce02722bbffc6e510c2baa3457c6094f5113e78abc0734&ReportType=2&regl=en-US;24;4.86;12.70;Emma Nagy;LIFESCI 50B;2021
NEUROBIO 308QC-Thinking about data: probability and statistics for the life sciences 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=ff450a79e642bc9254e2f0c51bda7ebfd656c6f9114983d479ff62aedcc1b7878dd6813b5b21972028f4bf698585189e&ReportType=2&regl=en-US;18;4.29;4.71;null;NEUROBIO 308QC;2019
ENGLISH 172LD-The Literature of Displacement 001;https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=d5eafd375c267ffab2cce7423c0a6f087e839e536cffd5de9cf90a3990637cd754084899692867d63dcd4f6a5ab1ba24&ReportType=2&regl=en-US;20;4.31;5.80;Jesse McCarthy;ENGLISH 172LD;2019
